Company,TypeName,Inches,CPU_Company,CPU_Frequency (GHz),RAM (GB),GPU_Company,OpSys,Weight (kg),screen_x_size,screen_y_size,Touch_screen,IPS,Full_HD,4k_Ultra_HD,Quad_HD,Screen_Resolution_NA,Price,SSD,HDD,Flash_Storage
Dell,Ultrabook,14.0,Intel,2.8,8,Intel,Windows 10,1.36,1920,1080,0,0,1,0,0,0,1680.0,1,0,0
Lenovo,Notebook,15.6,Intel,2.0,4,Intel,Windows 10,2.2,1920,1080,0,0,1,0,0,0,409.0,0,1,0
Lenovo,Notebook,11.6,Intel,1.1,2,Intel,Windows 10,1.15,1366,768,0,0,0,0,0,1,304.45,0,0,1
Lenovo,Workstation,15.6,Intel,2.8,8,Nvidia,Windows 10,2.67,1920,1080,0,0,1,0,0,0,1925.0,1,0,0
Lenovo,Ultrabook,14.0,Intel,2.8,8,Nvidia,Windows 10,1.7,2560,1440,0,1,0,0,0,0,1943.0,1,0,0
HP,Notebook,15.6,Intel,2.0,4,AMD,Windows 10,2.1,1920,1080,0,0,1,0,0,0,469.0,0,1,0
Acer,2 in 1 Convertible,13.3,Intel,2.5,8,Intel,Windows 10,1.6,1920,1080,1,1,0,0,0,0,789.01,1,0,0
Asus,2 in 1 Convertible,13.3,Intel,2.5,8,Intel,Windows 10,1.27,1920,1080,1,1,0,0,0,0,928.0,1,0,0
Dell,Notebook,15.6,Intel,2.5,4,AMD,Linux,2.3,1920,1080,0,0,1,0,0,0,598.9,1,0,0
Dell,Notebook,13.3,Intel,2.0,4,Intel,Windows 10,1.65,1366,768,0,0,0,0,0,1,689.0,1,0,0
HP,Ultrabook,14.0,Intel,2.5,8,Intel,Windows 10,1.43,1920,1080,0,0,1,0,0,0,1500.0,1,0,0
Dell,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,2.14,1366,768,0,0,0,0,0,1,539.95,0,1,0
Lenovo,Ultrabook,14.0,Intel,1.8,8,AMD,Windows 10,1.75,1920,1080,0,1,0,0,0,0,1215.38,1,0,0
Lenovo,2 in 1 Convertible,15.6,Intel,2.8,16,Nvidia,Windows 10,2.0,3840,2160,1,1,0,0,0,0,1899.0,1,0,0
Chuwi,Notebook,12.3,Intel,1.1,6,Intel,Windows 10,1.4,2736,1824,0,1,0,0,0,0,449.0,0,0,1
HP,Notebook,15.6,Intel,2.9,8,Intel,Windows 10,2.31,1920,1080,0,0,1,0,0,0,1427.0,1,0,0
Asus,Notebook,15.6,Intel,2.4,8,Nvidia,Linux,2.3,1920,1080,0,0,1,0,0,0,597.0,0,1,0
Dell,Gaming,17.3,Intel,2.9,16,Nvidia,Windows 10,4.42,2560,1440,0,1,0,0,0,0,2799.0,1,1,0
Dell,Gaming,15.6,Intel,2.8,8,Nvidia,Windows 10,2.62,1920,1080,0,1,0,0,0,0,1159.0,1,1,0
Dell,Notebook,15.6,Intel,1.8,8,AMD,Windows 10,2.02,1920,1080,0,0,1,0,0,0,1142.4,1,1,0
Dell,Ultrabook,14.0,Intel,2.8,8,Intel,Linux,1.6,1920,1080,0,0,1,0,0,0,1099.0,1,0,0
HP,Gaming,17.3,Intel,2.8,12,Nvidia,Windows 10,3.35,1920,1080,0,0,1,0,0,0,1999.0,1,1,0
Mediacom,2 in 1 Convertible,11.6,Intel,1.1,4,Intel,Windows 10,1.16,1920,1080,1,1,0,0,0,0,299.0,1,0,0
Samsung,Netbook,11.6,Intel,1.6,4,Intel,Chrome OS,1.15,1366,768,0,0,0,0,0,1,269.0,0,0,1
Lenovo,Notebook,13.3,Intel,2.7,8,Intel,Windows 10,1.4,1920,1080,0,1,0,0,0,0,1010.0,1,0,0
Lenovo,Notebook,14.0,Intel,2.7,4,Intel,Windows 10,1.7,1920,1080,0,1,0,0,0,0,599.0,1,0,0
Lenovo,Workstation,15.6,Intel,2.8,16,Nvidia,Windows 10,2.3,3840,2160,0,1,0,0,0,0,2445.0,1,0,0
Lenovo,Notebook,15.6,Intel,2.9,16,Nvidia,Windows 10,2.5,1920,1080,0,0,1,0,0,0,2449.0,1,0,0
Asus,Gaming,17.3,AMD,3.2,8,AMD,Windows 10,3.2,1920,1080,0,0,1,0,0,0,1695.0,1,1,0
HP,Notebook,15.6,Intel,1.6,4,Intel,Windows 10,2.1,1366,768,0,0,0,0,0,1,347.0,0,1,0
Google,Ultrabook,12.3,Intel,1.3,16,Intel,Chrome OS,1.1,2400,1600,1,0,0,0,0,0,2199.0,1,0,0
Lenovo,Ultrabook,14.0,Intel,2.7,24,Intel,Windows 10,1.32,2560,1440,0,0,0,0,0,1,2382.0,1,0,0
Asus,Notebook,15.6,Intel,2.5,4,Intel,Linux,2.0,1920,1080,0,0,1,0,0,0,559.0,1,0,0
Lenovo,Notebook,17.3,AMD,2.5,8,AMD,Windows 10,2.8,1600,900,0,0,0,0,0,1,519.0,0,1,0
Dell,Notebook,15.6,Intel,1.6,4,AMD,Windows 10,2.2,1920,1080,0,0,1,0,0,0,749.0,1,0,0
Lenovo,Ultrabook,12.5,Intel,2.5,8,Intel,Windows 10,1.36,1920,1080,0,1,0,0,0,0,1429.0,1,0,0
Lenovo,Notebook,15.6,Intel,1.1,4,Intel,Windows 10,2.2,1920,1080,0,0,1,0,0,0,349.0,1,0,0
HP,Gaming,15.6,Intel,2.8,8,Nvidia,Windows 10,2.2,1920,1080,0,1,0,0,0,0,1099.0,1,1,0
Dell,Notebook,14.0,Intel,2.8,8,Nvidia,Windows 10,1.64,1920,1080,0,0,1,0,0,0,1179.0,1,0,0
Acer,Notebook,15.6,Intel,2.5,4,Intel,Linux,2.4,1366,768,0,0,0,0,0,1,441.8,0,1,0
Dell,Workstation,15.6,Intel,3.0,8,Nvidia,Windows 10,2.23,1920,1080,0,0,1,0,0,0,1993.0,0,1,1
MSI,Gaming,15.6,Intel,2.5,8,Nvidia,Windows 10,2.2,1920,1080,0,0,1,0,0,0,1027.74,1,0,0
Microsoft,Ultrabook,13.5,Intel,2.5,16,Intel,Windows 10 S,1.25,2256,1504,1,0,0,0,0,0,2589.0,1,0,0
HP,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,1.91,1366,768,0,0,0,0,0,1,589.0,1,0,0
Dell,Workstation,15.6,Intel,2.7,16,Nvidia,Windows 10,2.17,1920,1080,0,1,0,0,0,0,1975.0,1,0,0
HP,Workstation,15.6,Intel,2.9,8,Intel,Windows 10,2.31,1920,1080,0,1,0,0,0,0,1534.0,1,0,0
Lenovo,Notebook,14.0,Intel,2.5,8,Intel,Windows 10,1.65,1920,1080,0,0,1,0,0,0,1345.0,1,0,0
Dell,Notebook,15.6,Intel,1.8,8,AMD,Windows 10,2.36,1920,1080,0,0,1,0,0,0,979.0,1,1,0
Dell,2 in 1 Convertible,11.6,Intel,1.6,4,Intel,Windows 10,1.47,1366,768,1,0,0,0,0,0,479.0,0,1,0
Dell,Notebook,17.3,Intel,2.7,8,Nvidia,Windows 10,4.42,1920,1080,0,1,0,0,0,0,2046.0,0,1,0
Microsoft,Ultrabook,13.5,Intel,2.2,4,Intel,Windows 10 S,1.252,2256,1504,1,0,0,0,0,0,989.0,1,0,0
Microsoft,Ultrabook,13.5,Intel,2.5,8,Intel,Windows 10 S,1.25,2256,1504,1,0,0,0,0,0,1799.0,1,0,0
HP,Notebook,17.3,Intel,2.0,8,Intel,Windows 10,2.5,1600,900,0,0,0,0,0,1,639.9,1,0,0
Acer,Notebook,15.6,Intel,2.0,4,Nvidia,Windows 10,2.23,1920,1080,0,0,1,0,0,0,544.0,0,1,0
Acer,Netbook,11.6,Intel,1.6,4,Intel,Windows 10,1.4,1366,768,0,0,0,0,0,1,435.0,1,0,0
Asus,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,2.37,1920,1080,0,0,1,0,0,0,749.0,0,1,0
Lenovo,Notebook,14.0,Intel,2.7,8,AMD,No OS,1.5,1920,1080,0,1,0,0,0,0,799.0,1,0,0
Lenovo,Notebook,15.6,Intel,2.9,8,Nvidia,Windows 10,2.67,1920,1080,0,0,1,0,0,0,2090.0,1,0,0
Asus,Notebook,15.6,Intel,1.1,4,Intel,Windows 10,2.0,1366,768,0,0,0,0,0,1,304.0,0,1,0
Acer,Notebook,15.6,Intel,2.0,4,Nvidia,Windows 10,2.2,1366,768,0,0,0,0,0,1,469.0,0,1,0
Dell,Notebook,15.6,Intel,1.6,8,AMD,Windows 10,2.02,1920,1080,0,0,1,0,0,0,759.0,0,1,0
HP,Gaming,17.3,Intel,2.8,12,Nvidia,Windows 10,3.78,1920,1080,0,1,0,0,0,0,1699.0,0,1,0
Lenovo,Ultrabook,14.0,Intel,2.6,12,Intel,Windows 10,1.4,2560,1440,0,1,0,0,1,0,1858.0,1,0,0
HP,2 in 1 Convertible,13.3,Intel,1.8,8,Intel,Windows 10,1.29,3840,2160,1,1,0,0,0,0,1999.0,1,0,0
HP,Notebook,15.6,Intel,2.5,8,AMD,Windows 10,1.9,1920,1080,0,0,1,0,0,0,1154.0,0,1,0
Google,Ultrabook,12.3,Intel,1.2,8,Intel,Chrome OS,1.1,2400,1600,1,0,0,0,0,0,1275.0,1,0,0
Dell,Ultrabook,13.3,Intel,1.6,8,Intel,Windows 10,1.42,1920,1080,1,0,0,0,0,0,1841.85,1,0,0
Asus,Notebook,15.6,Intel,2.6,12,Intel,Windows 10,2.06,3840,2160,0,1,0,0,0,0,1299.0,1,1,0
Dell,Notebook,14.0,Intel,2.3,8,Intel,Windows 10,1.79,1366,768,0,0,0,0,0,1,740.0,1,0,0
Dell,Workstation,15.6,Intel,2.8,8,Nvidia,Windows 10,1.78,1920,1080,0,0,1,0,0,0,2408.0,1,0,0
Lenovo,Notebook,14.0,Intel,2.5,8,Intel,Windows 10,1.7,1920,1080,0,0,1,0,0,0,1364.0,1,0,0
Dell,Notebook,15.6,Intel,1.6,8,AMD,Windows 10,2.2,1920,1080,0,0,1,0,0,0,675.0,0,1,0
Toshiba,Notebook,13.3,Intel,2.5,8,Intel,Windows 10,1.05,1920,1080,0,1,0,0,0,0,1672.0,1,0,0
Dell,Notebook,15.6,Intel,1.8,8,Nvidia,Windows 10,2.16,1920,1080,0,1,0,0,0,0,1262.0,1,0,0
Dell,Notebook,15.6,Intel,2.4,4,Intel,Windows 10,2.18,1366,768,0,0,0,0,0,1,586.6,0,1,0
HP,Notebook,13.3,Intel,1.6,4,Intel,Windows 10,1.49,1920,1080,0,1,0,0,0,0,726.0,1,0,0
Chuwi,Notebook,15.6,Intel,1.44,4,Intel,Windows 10,1.89,1920,1080,0,0,1,0,0,0,248.9,0,0,1
Lenovo,Notebook,15.6,Intel,2.0,4,Intel,Windows 10,2.3,1366,768,0,0,0,0,0,1,565.0,1,0,0
Lenovo,Notebook,14.0,Intel,1.6,8,Intel,Windows 10,1.75,1920,1080,0,1,0,0,0,0,1049.0,1,0,0
Dell,Workstation,15.6,Intel,2.7,16,Nvidia,Windows 10,2.17,1920,1080,0,1,0,0,0,0,2338.0,1,0,0
Dell,Notebook,15.6,Intel,2.8,16,Nvidia,Windows 10,2.06,1920,1080,0,0,1,0,0,0,1899.0,1,0,0
Lenovo,Ultrabook,12.5,Intel,2.7,16,Intel,Windows 10,1.36,1920,1080,0,1,0,0,0,0,1798.0,1,0,0
Asus,Ultrabook,12.5,Intel,2.7,16,Intel,Windows 10,0.91,1920,1080,0,0,1,0,0,0,1950.0,1,0,0
Lenovo,Notebook,15.6,Intel,2.5,8,Nvidia,Windows 10,2.3,1920,1080,0,1,0,0,0,0,1011.99,1,0,0
Toshiba,Ultrabook,13.3,Intel,2.7,32,Intel,Windows 10,1.05,1920,1080,1,0,0,0,0,0,2799.0,1,0,0
Asus,Gaming,15.6,Intel,2.8,8,Nvidia,Windows 10,1.99,1920,1080,0,0,1,0,0,0,1350.0,1,1,0
Acer,Notebook,15.6,AMD,2.5,8,AMD,Windows 10,2.2,1366,768,0,0,0,0,0,1,579.0,0,1,0
Asus,Gaming,17.3,Intel,2.6,24,Nvidia,Windows 10,4.33,1920,1080,1,1,0,0,0,0,1269.0,1,1,0
Lenovo,Ultrabook,12.5,Intel,2.3,8,Intel,Windows 10,1.3,1366,768,0,1,0,0,0,0,1099.0,1,0,0
Lenovo,Notebook,15.6,Intel,1.8,8,Intel,Windows 10,2.17,1920,1080,0,0,1,0,0,0,898.9,1,0,0
HP,Notebook,14.0,Intel,2.8,8,Intel,Windows 10,1.48,1920,1080,0,0,1,0,0,0,1749.0,1,0,0
Lenovo,Notebook,13.3,Intel,2.4,8,Intel,Windows 10,1.4,1920,1080,0,1,0,0,0,0,949.0,1,0,0
Lenovo,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,2.3,1920,1080,0,1,0,0,0,0,911.0,1,0,0
Asus,Netbook,11.6,Intel,1.1,4,Intel,Windows 10 S,1.2,1366,768,0,0,0,0,0,1,340.0,0,0,1
HP,Notebook,15.6,Intel,2.5,8,AMD,Windows 10,1.91,1366,768,0,0,0,0,0,1,618.99,1,0,0
Lenovo,2 in 1 Convertible,13.9,Intel,1.6,8,Intel,Windows 10,1.4,1920,1080,1,1,0,0,0,0,1599.0,1,0,0
Lenovo,Notebook,14.0,Intel,1.1,4,Intel,Windows 10,2.1,1366,768,0,0,0,0,0,1,299.0,0,1,0
Lenovo,Netbook,11.6,Intel,1.6,4,Intel,Chrome OS,1.25,1366,768,0,0,0,0,0,1,265.0,1,0,0
Lenovo,Notebook,13.3,Intel,2.5,8,Intel,Windows 10,1.44,1920,1080,0,0,1,0,0,0,949.0,1,0,0
Asus,Notebook,15.6,Intel,2.7,8,Intel,Windows 10,2.0,1920,1080,0,0,1,0,0,0,1224.0,1,1,0
Acer,Notebook,15.6,Intel,1.6,4,Nvidia,Windows 10,2.2,1920,1080,0,1,0,0,0,0,613.0,0,1,0
HP,Ultrabook,13.3,Intel,2.7,8,Intel,Windows 10,1.34,1920,1080,0,1,0,0,0,0,1323.0,1,0,0
Lenovo,Gaming,15.6,Intel,2.8,8,Nvidia,No OS,2.4,1920,1080,0,1,0,0,0,0,1149.0,1,1,0
Dell,Ultrabook,13.3,Intel,2.5,8,Intel,Windows 10,1.29,1920,1080,1,1,0,0,0,0,899.0,1,0,0
Acer,Notebook,15.6,Intel,2.7,4,Nvidia,Windows 10,2.2,1920,1080,0,0,1,0,0,0,639.0,0,1,0
Dell,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,2.18,1920,1080,0,0,1,0,0,0,836.0,0,1,0
Dell,Notebook,15.6,Intel,1.8,16,AMD,Windows 10,2.2,1920,1080,0,0,1,0,0,0,1219.24,1,1,0
Xiaomi,Notebook,15.6,Intel,1.8,16,Nvidia,No OS,1.95,1920,1080,0,1,0,0,0,0,1399.95,1,0,0
Asus,Netbook,11.6,Intel,1.1,2,Intel,Windows 10,1.1,1366,768,0,0,0,0,0,1,245.0,0,0,1
HP,Notebook,15.6,Intel,1.6,4,Intel,Windows 10,2.04,1366,768,1,0,0,0,0,0,521.47,0,1,0
Asus,Gaming,15.6,Intel,2.8,24,Nvidia,Windows 10,2.24,1920,1080,0,0,1,0,0,0,2968.0,1,0,0
HP,Notebook,15.6,Intel,2.5,8,Nvidia,Windows 10,2.04,1920,1080,0,0,1,0,0,0,889.0,1,0,0
Asus,Gaming,17.3,Intel,2.8,16,Nvidia,Windows 10,3.0,1920,1080,0,0,1,0,0,0,1504.0,1,1,0
Lenovo,Gaming,15.6,Intel,2.8,8,Nvidia,Windows 10,3.2,1920,1080,0,1,0,0,0,0,1399.0,1,1,0
HP,Ultrabook,13.3,Intel,2.7,8,Intel,Windows 10,1.32,1920,1080,0,1,0,0,0,0,1399.0,1,0,0
Dell,Notebook,14.0,Intel,2.6,8,Intel,Windows 10,1.64,1920,1080,0,0,1,0,0,0,1279.73,1,0,0
HP,Notebook,15.6,Intel,2.0,4,Intel,Windows 10,1.63,1366,768,0,0,0,0,0,1,689.0,1,0,0
Dell,Notebook,17.3,Intel,1.6,8,AMD,Linux,2.8,1920,1080,0,1,0,0,0,0,889.0,1,1,0
Lenovo,Notebook,14.0,Intel,2.3,8,Intel,Windows 7,2.02,1920,1080,0,0,1,0,0,0,1340.0,1,0,0
Lenovo,Notebook,15.6,Intel,2.7,4,Nvidia,Windows 10,2.2,1920,1080,0,0,1,0,0,0,799.0,0,1,0
Lenovo,Notebook,15.6,Intel,2.0,8,Nvidia,No OS,2.2,1366,768,0,0,0,0,0,1,459.0,0,1,0
Dell,Notebook,15.6,Intel,2.5,4,AMD,Windows 10,2.3,1920,1080,0,0,1,0,0,0,585.0,0,1,0
Dell,Notebook,15.6,Intel,2.8,8,Intel,Windows 10,1.9,1920,1080,0,0,1,0,0,0,1377.0,1,0,0
Dell,Gaming,17.3,Intel,2.8,16,Nvidia,Windows 10,4.42,1920,1080,0,1,0,0,0,0,3012.77,1,1,0
Toshiba,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,2.0,1920,1080,0,1,0,0,0,0,860.0,0,1,0
Asus,Notebook,15.6,Intel,2.7,8,Nvidia,Windows 10,2.0,3840,2160,0,1,0,0,0,0,1299.0,1,1,0
Mediacom,Notebook,13.3,Intel,1.1,4,Intel,Windows 10,1.2,1920,1080,0,1,0,0,0,0,369.0,1,0,0
Asus,Gaming,15.6,Intel,2.5,8,Nvidia,Windows 10,2.3,1920,1080,0,1,0,0,0,0,1649.0,1,1,0
Dell,Notebook,15.6,Intel,2.8,8,Nvidia,Windows 10,1.93,1920,1080,0,0,1,0,0,0,1369.0,1,0,0
Dell,Notebook,15.6,Intel,1.6,8,AMD,Windows 10,2.2,1920,1080,0,0,1,0,0,0,797.41,1,0,0
HP,Notebook,15.6,Intel,1.6,4,Intel,Windows 10,1.86,1920,1080,0,0,1,0,0,0,398.99,1,0,0
HP,Gaming,17.3,Intel,2.8,12,Nvidia,Windows 10,2.62,1920,1080,0,0,1,0,0,0,1799.0,0,1,0
Lenovo,Notebook,14.0,Intel,2.7,8,Nvidia,Windows 10,1.87,1920,1080,0,1,0,0,0,0,859.0,1,0,0
Dell,Ultrabook,13.3,Intel,1.8,8,Intel,Windows 10,1.2,3200,1800,1,0,0,0,1,0,1399.0,1,0,0
Dell,Notebook,14.0,Intel,2.0,4,Intel,Windows 10,1.6,1920,1080,0,0,1,0,0,0,735.87,1,0,0
HP,Ultrabook,13.3,Intel,2.7,8,Intel,Windows 10,1.34,3200,1800,0,1,0,0,1,0,1145.0,1,0,0
Acer,Gaming,15.6,Intel,2.5,8,Nvidia,Linux,2.4,1920,1080,0,0,1,0,0,0,798.0,0,1,0
Asus,Notebook,15.6,AMD,1.8,4,AMD,Windows 10,2.0,1366,768,0,0,0,0,0,1,349.0,0,1,0
HP,Notebook,15.6,Intel,2.4,4,Intel,Windows 10,2.1,1920,1080,0,0,1,0,0,0,705.5,1,0,0
Lenovo,Notebook,14.0,Intel,2.5,4,Intel,Windows 10,1.87,1920,1080,0,0,1,0,0,0,785.0,0,1,0
Lenovo,Notebook,15.6,Intel,2.3,4,Intel,No OS,2.15,1920,1080,0,0,1,0,0,0,462.35,0,1,0
HP,Notebook,15.6,Intel,2.0,4,Intel,Windows 10,1.86,1920,1080,0,0,1,0,0,0,397.0,0,1,0
Lenovo,Notebook,15.6,Intel,2.7,8,Intel,Windows 10,1.99,1920,1080,0,1,0,0,0,0,1729.0,1,0,0
Lenovo,Notebook,15.6,Intel,2.0,4,Intel,Windows 10,2.2,1920,1080,0,0,1,0,0,0,499.0,1,0,0
Dell,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,1.9,1920,1080,0,0,1,0,0,0,1116.99,1,0,0
Dell,Gaming,17.3,Intel,2.8,16,Nvidia,Windows 10,4.42,1920,1080,0,1,0,0,0,0,2699.0,1,1,0
HP,Notebook,17.3,Intel,2.0,8,Intel,Windows 10,2.65,1600,900,0,0,0,0,0,1,544.15,0,1,0
HP,Notebook,17.3,Intel,2.7,8,Nvidia,Windows 10,2.63,1920,1080,0,0,1,0,0,0,1280.0,0,1,0
Asus,Notebook,15.6,Intel,1.1,4,Intel,Linux,2.0,1366,768,0,0,0,0,0,1,224.0,0,1,0
Mediacom,Notebook,13.3,Intel,1.44,4,Intel,Windows 10,1.35,1920,1080,0,1,0,0,0,0,255.0,0,0,1
Lenovo,Notebook,17.3,Intel,2.7,6,Nvidia,Windows 10,2.8,1600,900,0,0,0,0,0,1,949.0,1,1,0
HP,Notebook,15.6,AMD,2.5,6,AMD,Windows 10,1.91,1920,1080,0,1,0,0,0,0,568.9,1,0,0
Dell,Notebook,15.6,Intel,2.0,4,AMD,Windows 10,2.18,1366,768,0,0,0,0,0,1,617.9,0,1,0
Acer,2 in 1 Convertible,11.6,Intel,2.0,4,Intel,Windows 10,1.25,1920,1080,1,1,0,0,0,0,349.0,0,0,1
Lenovo,Notebook,15.6,Intel,2.7,4,Intel,Windows 10,2.05,1920,1080,0,0,1,0,0,0,630.0,1,0,0
HP,Ultrabook,13.3,Intel,1.2,16,Intel,Windows 10,1.16,3200,1800,1,1,0,0,1,0,1965.0,1,0,0
Lenovo,Notebook,17.3,Intel,2.8,8,Nvidia,Windows 10,3.4,1920,1080,0,1,0,0,0,0,2999.0,1,0,0
Asus,Notebook,15.6,Intel,2.5,8,Nvidia,Windows 10,2.5,1920,1080,0,0,1,0,0,0,839.0,1,1,0
Dell,Ultrabook,13.3,Intel,1.6,8,Intel,Windows 10,1.21,3840,2160,1,1,0,0,0,0,1599.0,1,0,0
Dell,Notebook,15.6,Intel,2.6,4,Intel,Windows 10,1.93,1366,768,0,0,0,0,0,1,959.0,0,1,0
Fujitsu,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,2.2,1366,768,0,0,0,0,0,1,739.0,0,1,0
Lenovo,Notebook,15.6,Intel,1.1,4,Intel,Windows 10,2.2,1920,1080,0,0,1,0,0,0,344.0,0,1,0
Lenovo,Notebook,14.0,Intel,2.5,4,Intel,Windows 10,2.02,1366,768,0,0,0,0,0,1,990.0,0,1,0
HP,Workstation,17.3,Intel,2.8,8,Nvidia,Windows 10,3.14,1600,900,0,0,0,0,0,1,1860.99,0,1,0
HP,Notebook,14.0,Intel,1.6,8,Intel,Windows 10,1.94,1366,768,0,0,0,0,0,1,389.0,0,1,0
HP,Notebook,15.6,AMD,3.0,6,AMD,Windows 10,1.95,1920,1080,0,1,0,0,0,0,649.0,1,0,0
Lenovo,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,2.3,1920,1080,0,0,1,0,0,0,830.0,1,0,0
Lenovo,Notebook,15.6,Intel,1.6,4,Intel,Windows 10,2.05,1920,1080,0,0,1,0,0,0,685.0,0,1,0
Mediacom,Notebook,14.0,Intel,1.44,4,Intel,Windows 10,1.4,1920,1080,0,0,1,0,0,0,249.0,1,0,0
Toshiba,Ultrabook,14.0,Intel,2.7,16,Intel,Windows 10,1.24,1920,1080,1,0,0,0,0,0,1865.0,1,0,0
Lenovo,Gaming,17.3,Intel,2.7,32,Nvidia,Windows 10,4.6,1920,1080,0,1,0,0,0,0,2663.0,1,1,0
MSI,Gaming,17.3,Intel,2.9,16,Nvidia,Windows 10,4.14,1920,1080,0,0,1,0,0,0,2729.0,1,1,0
Dell,Notebook,15.6,Intel,2.7,8,AMD,Linux,2.2,1920,1080,0,0,1,0,0,0,749.01,1,0,0
Mediacom,Notebook,14.0,Intel,1.1,4,Intel,Windows 10,1.45,1920,1080,0,1,0,0,0,0,389.0,1,0,0
Dell,Notebook,15.6,Intel,2.6,8,Intel,Windows 10,1.9,1366,768,0,0,0,0,0,1,1008.52,0,1,0
HP,Notebook,13.3,Intel,2.4,4,Intel,Windows 10,1.49,1920,1080,0,0,1,0,0,0,719.0,1,0,0
Dell,Notebook,15.6,Intel,2.8,16,Nvidia,Windows 10,1.93,1920,1080,0,0,1,0,0,0,1537.39,1,0,0
Dell,Netbook,11.6,Intel,1.6,4,Intel,Chrome OS,1.26,1366,768,0,0,0,0,0,1,295.0,0,0,1
MSI,Gaming,17.3,Intel,2.7,16,Nvidia,Windows 10,4.5,1920,1080,0,0,1,0,0,0,2349.0,1,1,0
HP,Gaming,17.3,Intel,2.8,16,Nvidia,Windows 10,3.78,1920,1080,0,1,0,0,0,0,1498.0,1,1,0
Lenovo,Ultrabook,14.0,Intel,2.6,12,Intel,Windows 10,1.4,1920,1080,0,1,0,0,0,0,1673.0,1,0,0
Lenovo,Notebook,15.6,Intel,1.8,12,Intel,Windows 10,2.2,1366,768,1,0,0,0,0,0,609.0,0,1,0
Asus,Gaming,17.3,Intel,2.5,8,Nvidia,Windows 10,2.73,1920,1080,0,1,0,0,0,0,1770.0,1,1,0
Asus,2 in 1 Convertible,15.6,Intel,2.5,8,Intel,Windows 10,2.2,1366,768,1,0,0,0,0,0,739.0,0,1,0
Lenovo,Notebook,15.6,AMD,3.6,12,AMD,Windows 10,2.2,1920,1080,0,0,1,0,0,0,949.0,1,0,0
Dell,2 in 1 Convertible,11.6,Intel,1.0,4,Intel,Windows 10,1.39,1366,768,1,0,0,0,0,0,603.0,1,0,0
Samsung,Notebook,15.6,Intel,2.8,16,Nvidia,Windows 10,2.5,1920,1080,0,0,1,0,0,0,1699.0,1,1,0
Lenovo,Notebook,17.3,Intel,2.0,4,Intel,No OS,2.8,1920,1080,0,0,1,0,0,0,529.0,0,1,0
Lenovo,Notebook,15.6,Intel,2.3,8,Intel,Windows 10,2.29,1366,768,0,0,0,0,0,1,459.0,0,1,0
Lenovo,2 in 1 Convertible,13.3,Intel,2.7,8,Intel,Windows 10,1.37,1920,1080,1,1,0,0,0,0,2025.0,1,0,0
Lenovo,Notebook,14.0,Intel,2.5,8,Intel,Windows 10,1.7,1920,1080,0,1,0,0,0,0,1474.0,1,0,0
Dell,2 in 1 Convertible,12.5,Intel,2.5,8,Intel,Windows 10,1.34,1920,1080,1,0,0,0,0,0,1670.0,1,0,0
Dell,Workstation,15.6,Intel,2.8,8,Nvidia,Windows 10,2.06,1920,1080,1,0,0,0,0,0,1763.0,1,0,0
HP,Notebook,15.6,Intel,2.7,8,Intel,Windows 10,1.84,1920,1080,0,0,1,0,0,0,1219.0,1,0,0
HP,Notebook,15.6,Intel,2.4,4,Intel,Windows 10,2.1,1366,768,0,0,0,0,0,1,668.48,0,1,0
Acer,Notebook,14.0,Intel,1.1,4,Intel,Windows 10,1.6,1920,1080,0,0,1,0,0,0,329.0,0,0,1
MSI,Gaming,17.3,Intel,2.7,16,Nvidia,Windows 10,4.14,1920,1080,0,0,1,0,0,0,2199.0,1,1,0
Dell,Notebook,15.6,Intel,2.0,4,AMD,Linux,2.18,1366,768,0,0,0,0,0,1,465.0,0,1,0
MSI,Gaming,15.6,Intel,2.8,16,Nvidia,Windows 10,1.8,3840,2160,0,0,0,1,0,0,2299.0,1,1,0
Toshiba,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,2.2,1920,1080,0,1,0,0,0,0,1399.0,1,0,0
Lenovo,Notebook,15.6,Intel,2.5,6,Intel,Windows 10,2.4,1920,1080,0,0,1,0,0,0,564.0,0,1,0
Lenovo,2 in 1 Convertible,15.6,Intel,2.8,8,Intel,Windows 10,2.0,1920,1080,1,1,0,0,0,0,1299.0,1,0,0
Acer,Notebook,14.0,Intel,1.6,4,Intel,Windows 10,1.6,1366,768,0,0,0,0,0,1,349.0,0,0,1
Lenovo,Notebook,15.6,Intel,3.1,32,Nvidia,Windows 10,2.5,3840,2160,0,1,0,0,0,0,4899.0,1,0,0
Dell,Gaming,15.6,Intel,2.6,16,Nvidia,Windows 10,2.59,1920,1080,0,0,1,0,0,0,879.01,0,1,0
Dell,Notebook,15.6,Intel,2.0,4,Intel,Linux,2.18,1366,768,0,0,0,0,0,1,443.9,0,1,0
Dell,Notebook,15.6,Intel,2.0,4,Intel,Linux,2.25,1366,768,0,0,0,0,0,1,359.0,0,1,0
